question,answer
Ұлы Отан соғысы қарсаңында пайдалануға берілген темір жол желісі:,"Қандыағаш-Орск, Алматы-Сарыөзек, Жамбыл-Алакөл"
Ұлы Отан соғысы қарсаңында пайдаланылуға берілген темір жол желісі: ,Атырау – Қандыағаш
Ұлы Отан соғысы тақырыбына жазылған шығармалары оқырман көңілінен шыққан жазушы: ,Бауыржан Момышұлы
Ұлы Отан соғысына дейін М Мәметова студенті болды – ,Алматы медицина институтының 
Ұлы Отан соғысына дейінгі жылдарындағы Қазақстанда маңызды мәдени өзгерістердің бірі: ,Халықты жаппай сауаттандыру
Ұлы Отан соғысына қатысқан казақтың батыр қыздары: ,"М Мәметова, Ә Молдағұлова "
Ұлы Отан соғысына қатысқан қазақстандық партизан саны –,"3,5 мың "
Ұлы Отан соғысына қатысқан қазақстандық партизан-жауынгер: ,Қ Қайсенов
Ұлы Отан соғысынан кейін 1946-1950 ж ж бесжылдықтың негізгі міндеті – ,халық шаруашылығын қалпына келтіру және одан әрі дамыту болды 
Ұлы Отан соғысынан кейін 1946-1950 ж ж бесжылдықтың негізгі міндеті қандай болды?,Халық шаруашылығын қалпына келтіру 
Ұлы Отан соғысынан кейін 40-50 жылдары КСРО-да жасалған жетістіктердің барлығы байланыстырылды:,Сталиннің атымен
Ұлы Отан соғысынан кейін Қазақстан шаруашылығында жұмысшы қолдарының жетіспеушілігінің себебі неде? ,Берілген жауаптардың бәрі дұрыс 
Ұлы Отан соғысынан кейін Қазақстандағы саяси қудалау шараларының бірі: ,«Бекмаханов ісі»
"Ұлы Отан соғысынан кейін қоғамдық ұйымдардың, кооперациялардың, кәсіпорындар мен шаруашылық салаларының жүмысына басшылық жасаған жетекші күш: ",Коммунистік Партия
Ұлы Отан соғысынан кейін мақта-мата комбинаты салынған қала: ,Шымкент
"Ұлы Отан соғысынан кейін Мұхтар Әуезов қашан өзінің ""Абай"" атты роман-эпопеясының екінші кітабын аяқтады? ",1947 ж 
Ұлы Отан соғысынан кейін республикада пайда болған қалалардың саны: ,15
