question,answer
Ақ Орданың билеушісі Ұрыс ханның ұрпағы: ,Жәнібек хан
Ақ Орданың билігін өз қолына алып мемлекеттің күш қуатын нығайтады: ,Ұрус хан 
Ақ Орданың бірінші ханы кім болды? ,Ерзен хан 
Ақ Орданың күш қуатын нығайтқан хан? ,Ұрыс хан
Ақ Орданың құлауы нәтижесінде Қазақстанның далалық аймағында – ,Әбілқайыр мемлекеті құрылды 
Ақ Орданың негізін қалаған: ,Орда Ежен
Ақ Орданың орнына келген мемлекет:,Әбілқайыр хандығы 
Ақ орданың орнына келген хандық –,Әбілқайыр 
Ақ Орданың орталығы Сығанақ қаласының маңында орналасқан кесене:,Көккесене
"Ақ Орданың орталығы Сығанақ, орналасқан жер: ",Сырдың орта ағысы
"Ақ Орданың орталығы Сығанақ, орналасқан жер: ",Сырдың орта ағысы
Ақ Орданың саяси орталығы болған қала — ,Сығанақ
"Ақ орданың саяси орталығы оңтүстікке ауысып, оның астанасы – ",Сығанақ болды
Ақ Орданың саяси тарихының бірінші кезеңі: ,Алтын Орда билігінен бөліну үшін күресі
Ақ Орданың соңғы ханы: ,Барақ 
Ақ Орданың тұрғындарының атауы: ,"«Өзбек»,«қазақ-өзбек»"
Ақ Орданың шаңырағын көтерген хан – ,Орда Ежен 
Ақ Орданың ыдыраған уақыты: ,XV ғасырдың 20 жылдарында
Ақ Орданың ыдырауы нәтижесінде қандай мемлекеттер пайда болды? ,Ноғай Ордасы мен Әбілқайыр хандығы 
Ақ Орданың ыдырауы нәтижесінде пайда болды – ,Ноғай Ордасы мен Әбілхайыр хандығы
«Ақ сиса» әнінің авторы: ,Жаяу Мұса
"Ақан сері Қорамсаұлының ашу-ызаға, үміт сезімге толы өлеңі:","""Құлагер"" "
Ақан серінің әндері:," «Маңмаңкер»,«Сырымбет», «Балқадиша»"
Ақбешім қаласы Батыс Түрік қағанының көне астанасы –,Суяб 
